return_id,order_id,customer_id,return_day,reason_code,refund_amount,true_abuse_label
R000530,O002929,C0000327,145,defective,30.88,0
R000531,O002933,C0000327,192,other,23.31,0
R000532,O002941,C0000328,155,defective,16.18,0
R000533,O002942,C0000328,188,duplicate_order,58.08,0
R000534,O002953,C0000329,194,not_as_described,21.07,0
R000535,O002985,C0000333,209,other,37.37,0
R000536,O002990,C0000334,106,size_fit,25.44,0
R000537,O003011,C0000336,116,changed_mind,38.23,1
R000538,O003012,C0000336,131,not_as_described,47.64,1
R000539,O003014,C0000336,162,other,8.89,1
R000540,O003015,C0000336,164,changed_mind,37.02,1
R000541,O003016,C0000336,171,changed_mind,11.4,1
R000542,O003018,C0000337,28,size_fit,32.02,0
R000543,O003041,C0000338,209,duplicate_order,17.95,0
R000544,O003042,C0000338,209,duplicate_order,42.82,0
R000545,O003054,C0000340,104,not_as_described,26.72,1
R000546,O003055,C0000340,170,changed_mind,28.21,1
R000547,O003056,C0000340,176,duplicate_order,17.94,1
R000548,O003058,C0000340,183,changed_mind,15.64,1
R000549,O003059,C0000341,110,size_fit,49.54,1
R000550,O003061,C0000341,177,other,17.56,1
R000551,O003068,C0000342,71,size_fit,22.4,1
R000552,O003069,C0000342,79,size_fit,17.42,1
R000553,O003070,C0000342,88,changed_mind,30.25,1
R000554,O003071,C0000342,92,other,31.57,1
R000555,O003073,C0000342,106,changed_mind,37.37,1
R000556,O003074,C0000342,122,changed_mind,12.91,1
R000557,O003075,C0000342,130,changed_mind,24.96,1
R000558,O003076,C0000342,154,duplicate_order,53.15,1
R000559,O003077,C0000342,160,changed_mind,22.76,1
R000560,O003079,C0000342,164,not_as_described,28.21,1
R000561,O003080,C0000342,168,changed_mind,26.72,1
R000562,O003082,C0000342,171,changed_mind,18.63,1
R000563,O003084,C0000342,175,changed_mind,13.66,1
R000564,O003086,C0000343,100,changed_mind,19.22,1
R000565,O003087,C0000343,141,not_as_described,31.57,1
R000566,O003088,C0000343,143,changed_mind,13.3,1
R000567,O003089,C0000343,164,duplicate_order,23.31,1
R000568,O003090,C0000343,169,size_fit,18.63,1
R000569,O003091,C0000343,179,changed_mind,27.27,1
R000570,O003092,C0000343,208,changed_mind,25.44,1
R000571,O003093,C0000344,87,changed_mind,6.35,0
R000572,O003102,C0000344,209,size_fit,29.12,0
R000573,O003126,C0000348,145,defective,26.21,1
R000574,O003131,C0000348,195,defective,18.83,1
R000575,O003149,C0000351,74,changed_mind,9.38,0
R000576,O003162,C0000353,95,defective,7.94,0
R000577,O003178,C0000355,91,changed_mind,18.17,1
R000578,O003179,C0000355,97,changed_mind,88.02,1
R000579,O003181,C0000355,112,changed_mind,21.03,1
R000580,O003195,C0000357,36,changed_mind,17.21,1
R000581,O003197,C0000357,71,other,33.94,1
R000582,O003199,C0000357,89,size_fit,30.17,1
R000583,O003200,C0000357,96,not_as_described,23.39,1
R000584,O003201,C0000357,121,other,62.61,1
R000585,O003203,C0000357,171,not_as_described,10.25,1
R000586,O003204,C0000357,190,defective,30.01,1
R000587,O003222,C0000360,133,duplicate_order,23.16,0
R000588,O003223,C0000360,177,defective,28.96,0
R000589,O003228,C0000361,82,size_fit,14.98,1
R000590,O003232,C0000361,193,changed_mind,27.99,1
R000591,O003233,C0000361,203,changed_mind,35.96,1
R000592,O003238,C0000362,201,changed_mind,46.54,0
R000593,O003242,C0000363,76,duplicate_order,15.61,1
R000594,O003243,C0000363,97,changed_mind,30.91,1
R000595,O003244,C0000363,112,changed_mind,10.75,1
R000596,O003246,C0000363,119,changed_mind,26.65,1
R000597,O003251,C0000363,204,changed_mind,28.05,1
R000598,O003258,C0000365,59,changed_mind,11.11,0
R000599,O003259,C0000365,76,other,7.94,0
R000600,O003263,C0000365,143,not_as_described,30.25,0
R000601,O003264,C0000365,175,other,29.54,0
R000602,O003273,C0000366,72,defective,40.65,1
R000603,O003275,C0000366,131,other,15.23,1
R000604,O003276,C0000366,152,size_fit,7.67,1
R000605,O003277,C0000366,153,changed_mind,31.02,1
R000606,O003279,C0000366,160,changed_mind,5.83,1
R000607,O003280,C0000366,169,changed_mind,21.19,1
R000608,O003301,C0000369,146,changed_mind,10.3,1
R000609,O003303,C0000369,185,not_as_described,27.4,1
R000610,O003307,C0000369,192,size_fit,30.17,1
R000611,O003311,C0000370,114,other,12.6,0
R000612,O003324,C0000371,172,defective,27.61,0
R000613,O003328,C0000372,121,size_fit,21.38,0
R000614,O003332,C0000372,209,defective,12.14,0
R000615,O003342,C0000374,130,size_fit,22.03,0
R000616,O003377,C0000377,55,size_fit,20.7,1
R000617,O003378,C0000377,58,changed_mind,16.56,1
R000618,O003380,C0000377,93,changed_mind,30.88,1
R000619,O003383,C0000377,139,changed_mind,40.32,1
R000620,O003386,C0000377,158,changed_mind,28.21,1
R000621,O003402,C0000379,126,not_as_described,21.06,0
R000622,O003407,C0000379,170,size_fit,47.6,0
R000623,O003421,C0000380,198,defective,16.56,0
R000624,O003426,C0000381,65,changed_mind,41.98,1
R000625,O003427,C0000381,94,changed_mind,14.64,1
R000626,O003428,C0000381,109,changed_mind,12.91,1
R000627,O003429,C0000381,126,other,21.06,1
R000628,O003432,C0000381,201,size_fit,47.16,1
R000629,O003442,C0000383,124,defective,28.36,0
R000630,O003449,C0000384,189,duplicate_order,25.11,0
R000631,O003452,C0000385,95,changed_mind,13.83,1
R000632,O003453,C0000385,107,changed_mind,165.23,1
R000633,O003455,C0000385,126,changed_mind,53.52,1
R000634,O003456,C0000385,152,changed_mind,32.62,1
R000635,O003457,C0000385,150,changed_mind,14.98,1
R000636,O003460,C0000387,62,not_as_described,27.4,0
R000637,O003477,C0000388,209,changed_mind,35.57,0
R000638,O003511,C0000393,180,changed_mind,41.36,0
R000639,O003514,C0000394,77,changed_mind,10.33,1
R000640,O003518,C0000394,156,changed_mind,47.6,1
R000641,O003519,C0000394,174,changed_mind,21.87,1
R000642,O003526,C0000395,148,defective,16.71,0
R000643,O003529,C0000395,193,other,26.65,0
R000644,O003531,C0000396,70,defective,28.74,0
R000645,O003537,C0000397,64,other,11.78,1
R000646,O003540,C0000397,115,changed_mind,6.1,1
R000647,O003541,C0000397,149,changed_mind,25.3,1
R000648,O003544,C0000397,196,other,20.35,1
R000649,O003569,C0000400,93,changed_mind,73.86,1
R000650,O003571,C0000400,102,changed_mind,75.89,1
R000651,O003573,C0000400,107,duplicate_order,28.36,1
R000652,O003574,C0000400,110,other,27.85,1
R000653,O003585,C0000401,170,size_fit,32.27,0
R000654,O003591,C0000402,123,not_as_described,27.27,0
R000655,O003595,C0000402,171,other,2.75,0
R000656,O003603,C0000404,128,not_as_described,30.88,0
R000657,O003616,C0000406,147,other,18.48,0
R000658,O003620,C0000406,209,defective,15.68,0
R000659,O003646,C0000410,45,size_fit,28.25,0
R000660,O003650,C0000410,114,size_fit,14.84,0
R000661,O003659,C0000410,209,size_fit,21.08,0
R000662,O003663,C0000411,74,changed_mind,16.23,1
R000663,O003668,C0000411,119,defective,24.51,1
R000664,O003673,C0000412,34,changed_mind,5.77,1
R000665,O003676,C0000412,89,other,32.07,1
R000666,O003680,C0000412,130,changed_mind,11.76,1
R000667,O003685,C0000412,189,duplicate_order,9.77,1
R000668,O003688,C0000413,126,other,21.08,0
R000669,O003701,C0000414,191,defective,12.63,0
R000670,O003719,C0000417,49,changed_mind,30.91,1
R000671,O003720,C0000417,71,changed_mind,23.56,1
R000672,O003721,C0000417,94,changed_mind,21.48,1
R000673,O003722,C0000417,99,changed_mind,12.97,1
R000674,O003725,C0000417,115,duplicate_order,13.66,1
R000675,O003726,C0000417,118,defective,15.52,1
R000676,O003737,C0000418,169,not_as_described,31.84,0
R000677,O003753,C0000420,138,changed_mind,39.78,1
R000678,O003755,C0000420,168,size_fit,40.05,1
R000679,O003758,C0000420,187,not_as_described,33.72,1
R000680,O003767,C0000422,105,changed_mind,15.68,0
R000681,O003781,C0000424,170,other,18.48,0
R000682,O003783,C0000424,209,duplicate_order,23.42,0
R000683,O003797,C0000427,32,changed_mind,11.11,1
R000684,O003799,C0000427,111,changed_mind,24.74,1
R000685,O003804,C0000427,199,not_as_described,45.94,1
R000686,O003806,C0000428,89,changed_mind,15.23,1
R000687,O003807,C0000428,119,other,10.25,1
R000688,O003810,C0000428,131,not_as_described,34.09,1
R000689,O003816,C0000428,196,changed_mind,40.22,1
R000690,O003817,C0000428,209,changed_mind,37.31,1
R000691,O003819,C0000429,105,defective,20.95,1
R000692,O003820,C0000429,109,changed_mind,15.72,1
R000693,O003824,C0000429,167,changed_mind,19.67,1
R000694,O003827,C0000429,204,duplicate_order,15.23,1
R000695,O003832,C0000430,192,size_fit,71.6,0
R000696,O003841,C0000432,106,duplicate_order,20.35,1
R000697,O003844,C0000432,162,changed_mind,10.3,1
R000698,O003861,C0000435,117,not_as_described,25.44,0
R000699,O003864,C0000435,139,other,25.44,0
R000700,O003867,C0000436,33,duplicate_order,39.78,0
R000701,O003875,C0000436,168,defective,12.65,0
R000702,O003880,C0000437,112,defective,29.54,0
R000703,O003885,C0000437,177,duplicate_order,36.1,0
R000704,O003886,C0000437,191,size_fit,33.54,0
R000705,O003888,C0000437,209,not_as_described,45.94,0
R000706,O003893,C0000438,103,defective,38.86,1
R000707,O003911,C0000439,209,size_fit,38.88,0
R000708,O003919,C0000440,158,changed_mind,30.39,0
R000709,O003927,C0000441,64,duplicate_order,57.77,1
R000710,O003928,C0000441,142,changed_mind,40.05,1
R000711,O003931,C0000441,182,changed_mind,2.75,1
R000712,O003934,C0000441,208,changed_mind,18.89,1
R000713,O003943,C0000443,47,changed_mind,79.09,0
R000714,O003944,C0000443,85,not_as_described,23.56,0
R000715,O003945,C0000443,100,defective,28.21,0
R000716,O003950,C0000443,205,other,62.61,0
R000717,O003954,C0000444,61,changed_mind,23.16,1
R000718,O003956,C0000444,66,changed_mind,25.48,1
R000719,O003959,C0000444,133,changed_mind,10.48,1
R000720,O003961,C0000444,170,changed_mind,24.7,1
R000721,O003962,C0000444,198,size_fit,12.6,1
R000722,O003970,C0000445,148,changed_mind,27.71,0
R000723,O003971,C0000445,136,changed_mind,27.61,0
R000724,O004003,C0000449,120,not_as_described,12.65,0
R000725,O004004,C0000449,149,size_fit,9.38,0
R000726,O004030,C0000452,40,size_fit,7.43,0
R000727,O004035,C0000452,95,other,21.87,0
R000728,O004040,C0000453,52,changed_mind,40.65,0
R000729,O004041,C0000453,56,defective,40.98,0
R000730,O004047,C0000453,202,defective,29.12,0
R000731,O004048,C0000453,208,not_as_described,5.77,0
R000732,O004052,C0000454,92,changed_mind,19.22,1
R000733,O004063,C0000455,121,changed_mind,12.14,0
R000734,O004076,C0000456,191,size_fit,25.44,0
R000735,O004078,C0000456,208,changed_mind,25.44,0
R000736,O004085,C0000457,177,size_fit,41.05,0
R000737,O004090,C0000457,209,other,35.96,0
R000738,O004092,C0000458,111,defective,40.32,0
R000739,O004102,C0000459,134,defective,21.72,0
R000740,O004108,C0000460,130,duplicate_order,9.11,0
R000741,O004109,C0000460,127,other,13.83,0
R000742,O004115,C0000460,194,changed_mind,5.83,0
R000743,O004116,C0000461,12,not_as_described,12.97,1
R000744,O004117,C0000461,17,changed_mind,30.25,1
R000745,O004121,C0000461,57,changed_mind,40.56,1
R000746,O004123,C0000461,102,not_as_described,19.98,1
R000747,O004124,C0000461,105,changed_mind,14.01,1
R000748,O004126,C0000461,201,changed_mind,20.04,1
R000749,O004135,C0000463,33,duplicate_order,7.81,1
R000750,O004144,C0000464,79,changed_mind,27.27,1
R000751,O004145,C0000464,111,defective,18.51,1
R000752,O004146,C0000464,178,other,36.1,1
R000753,O004170,C0000468,101,duplicate_order,18.17,1
R000754,O004174,C0000468,147,not_as_described,23.65,1
R000755,O004177,C0000468,180,defective,13.22,1
R000756,O004186,C0000469,160,changed_mind,17.17,0
R000757,O004202,C0000471,111,changed_mind,13.3,1
R000758,O004207,C0000471,170,changed_mind,53.99,1
R000759,O004210,C0000471,192,duplicate_order,32.72,1
R000760,O004212,C0000471,207,changed_mind,70.86,1
R000761,O004213,C0000471,205,changed_mind,15.72,1
R000762,O004218,C0000472,175,not_as_described,41.05,0
R000763,O004224,C0000473,76,other,15.06,0
R000764,O004228,C0000473,91,duplicate_order,9.99,0
R000765,O004234,C0000473,127,duplicate_order,29.18,0
R000766,O004235,C0000473,141,changed_mind,12.7,0
R000767,O004240,C0000473,171,duplicate_order,16.23,0
R000768,O004245,C0000474,101,changed_mind,32.1,0
R000769,O004247,C0000474,209,not_as_described,23.31,0
R000770,O004248,C0000475,101,changed_mind,41.98,1
R000771,O004250,C0000475,111,size_fit,59.89,1
R000772,O004259,C0000476,46,changed_mind,53.15,1
R000773,O004260,C0000476,81,changed_mind,19.36,1
R000774,O004261,C0000476,105,changed_mind,35.96,1
R000775,O004262,C0000476,117,changed_mind,22.54,1
R000776,O004263,C0000476,147,duplicate_order,83.18,1
R000777,O004265,C0000476,171,changed_mind,29.12,1
R000778,O004266,C0000476,173,changed_mind,29.62,1
R000779,O004267,C0000476,196,changed_mind,15.68,1
R000780,O004268,C0000476,208,changed_mind,31.57,1
R000781,O004285,C0000478,159,changed_mind,21.92,0
R000782,O004288,C0000478,168,changed_mind,21.92,0
R000783,O004304,C0000480,146,size_fit,37.37,0
R000784,O004311,C0000482,101,changed_mind,23.55,1
R000785,O004313,C0000482,138,other,16.89,1
R000786,O004314,C0000482,154,defective,9.45,1
R000787,O004315,C0000482,160,not_as_described,21.38,1
R000788,O004317,C0000482,164,changed_mind,23.27,1
R000789,O004318,C0000482,163,not_as_described,24.12,1
R000790,O004320,C0000482,173,not_as_described,15.23,1
R000791,O004321,C0000482,185,changed_mind,53.15,1
R000792,O004322,C0000483,90,other,12.7,0
R000793,O004340,C0000485,130,other,25.44,0
R000794,O004357,C0000486,99,defective,29.54,0
R000795,O004370,C0000488,86,not_as_described,11.76,0
R000796,O004386,C0000490,36,other,31.84,1
R000797,O004387,C0000490,42,other,31.45,1
R000798,O004388,C0000490,57,changed_mind,23.27,1
R000799,O004389,C0000490,109,changed_mind,23.3,1
R000800,O004390,C0000490,136,other,28.36,1
R000801,O004394,C0000490,208,changed_mind,18.64,1
R000802,O004395,C0000491,91,defective,30.04,0
R000803,O004401,C0000492,103,changed_mind,18.89,0
R000804,O004402,C0000492,110,defective,23.16,0
R000805,O004410,C0000493,100,changed_mind,15.23,1
R000806,O004412,C0000493,118,changed_mind,17.86,1
R000807,O004422,C0000494,155,not_as_described,17.56,0
R000808,O004425,C0000495,41,other,20.29,0
R000809,O004434,C0000495,155,size_fit,35.96,0
R000810,O004435,C0000495,146,not_as_described,37.32,0
R000811,O004448,C0000497,21,changed_mind,6.35,1
R000812,O004451,C0000497,150,changed_mind,24.99,1
R000813,O004452,C0000497,163,changed_mind,79.54,1
R000814,O004454,C0000497,189,defective,15.63,1
R000815,O004455,C0000497,195,other,26.65,1
R000816,O004457,C0000497,209,size_fit,16.56,1
R000817,O004459,C0000498,51,not_as_described,21.92,0
R000818,O004465,C0000498,121,other,21.92,0
R000819,O004469,C0000498,149,size_fit,25.44,0
R000820,O004477,C0000499,91,changed_mind,12.97,1
R000821,O004478,C0000499,107,changed_mind,31.02,1
R000822,O004479,C0000499,110,changed_mind,24.12,1
R000823,O004480,C0000499,122,changed_mind,27.05,1
R000824,O004482,C0000499,126,other,21.07,1
R000825,O004486,C0000499,158,changed_mind,32.62,1
R000826,O004487,C0000499,157,changed_mind,29.62,1
R000827,O004500,C0000501,130,not_as_described,14.7,0
R000828,O004504,C0000501,169,other,21.48,0
R000829,O004511,C0000502,66,changed_mind,25.44,0
R000830,O004522,C0000503,97,other,31.84,0
R000831,O004544,C0000506,51,changed_mind,15.88,1
R000832,O004546,C0000506,76,not_as_described,25.44,1
R000833,O004558,C0000507,170,duplicate_order,39.78,0
R000834,O004579,C0000509,209,not_as_described,25.44,0
R000835,O004615,C0000513,139,duplicate_order,18.74,0
R000836,O004627,C0000515,88,changed_mind,16.18,1
R000837,O004628,C0000515,106,changed_mind,18.18,1
R000838,O004630,C0000515,139,changed_mind,10.56,1
R000839,O004633,C0000515,189,defective,88.02,1
R000840,O004635,C0000515,203,changed_mind,9.99,1
R000841,O004636,C0000515,204,changed_mind,30.01,1
R000842,O004637,C0000516,92,changed_mind,16.89,1
R000843,O004638,C0000516,98,not_as_described,10.48,1
R000844,O004639,C0000516,108,changed_mind,9.72,1
R000845,O004640,C0000516,147,changed_mind,14.56,1
R000846,O004641,C0000516,150,changed_mind,27.61,1
R000847,O004642,C0000516,152,changed_mind,23.26,1
R000848,O004643,C0000516,155,not_as_described,8.55,1
R000849,O004646,C0000516,186,changed_mind,6.63,1
R000850,O004647,C0000516,187,defective,25.33,1
R000851,O004648,C0000516,190,changed_mind,12.36,1
R000852,O004654,C0000518,143,not_as_described,4.14,0
R000853,O004663,C0000518,209,duplicate_order,31.84,0
R000854,O004664,C0000519,102,other,17.95,0
R000855,O004676,C0000520,39,changed_mind,27.4,1
R000856,O004683,C0000521,92,changed_mind,22.76,1
R000857,O004684,C0000521,96,changed_mind,23.56,1
R000858,O004685,C0000521,107,defective,9.45,1
R000859,O004691,C0000522,59,changed_mind,13.66,1
R000860,O004693,C0000522,66,changed_mind,38.86,1
R000861,O004694,C0000522,75,duplicate_order,36.1,1
R000862,O004695,C0000522,77,changed_mind,24.99,1
R000863,O004702,C0000523,128,size_fit,7.94,0
R000864,O004722,C0000524,157,size_fit,58.73,0
R000865,O004752,C0000528,36,not_as_described,20.95,0
R000866,O004759,C0000529,92,changed_mind,24.12,1
R000867,O004760,C0000529,105,changed_mind,12.97,1
R000868,O004761,C0000529,111,changed_mind,13.1,1
R000869,O004762,C0000529,121,defective,48.43,1
R000870,O004764,C0000529,139,defective,6.1,1
R000871,O004767,C0000529,206,not_as_described,13.22,1
R000872,O004776,C0000531,145,defective,29.12,0
R000873,O004781,C0000531,209,not_as_described,12.91,0
R000874,O004783,C0000532,66,changed_mind,11.78,1
R000875,O004785,C0000532,109,size_fit,38.88,1
R000876,O004789,C0000532,157,changed_mind,9.45,1
R000877,O004791,C0000532,184,changed_mind,50.83,1
R000878,O004801,C0000534,30,duplicate_order,26.65,0
R000879,O004802,C0000534,59,other,16.91,0
R000880,O004810,C0000534,203,size_fit,26.65,0
R000881,O004817,C0000535,174,duplicate_order,15.12,0
R000882,O004824,C0000536,85,defective,18.64,1
R000883,O004828,C0000536,116,other,24.7,1
R000884,O004829,C0000536,122,changed_mind,76.94,1
R000885,O004831,C0000536,143,size_fit,13.22,1
R000886,O004832,C0000536,169,changed_mind,33.54,1
R000887,O004833,C0000536,178,defective,29.96,1
R000888,O004845,C0000538,209,not_as_described,31.93,0
R000889,O004861,C0000540,144,size_fit,14.84,0
R000890,O004894,C0000543,173,other,18.17,0
R000891,O004897,C0000543,199,defective,28.05,0
R000892,O004913,C0000546,136,not_as_described,79.09,0
R000893,O004921,C0000547,159,size_fit,22.55,0
R000894,O004926,C0000548,17,not_as_described,42.88,1
R000895,O004927,C0000548,73,other,6.1,1
R000896,O004928,C0000548,80,changed_mind,31.18,1
R000897,O004929,C0000548,82,size_fit,24.75,1
R000898,O004931,C0000548,94,changed_mind,26.72,1
R000899,O004932,C0000548,104,changed_mind,19.03,1
R000900,O004933,C0000548,123,defective,28.36,1
R000901,O004934,C0000548,129,changed_mind,11.4,1
R000902,O004936,C0000548,137,changed_mind,35.57,1
R000903,O004940,C0000549,88,not_as_described,13.39,0
R000904,O004953,C0000551,162,changed_mind,70.86,1
R000905,O004954,C0000551,160,duplicate_order,19.22,1
R000906,O004955,C0000551,179,changed_mind,35.86,1
R000907,O004956,C0000551,186,other,16.56,1
R000908,O004957,C0000551,192,changed_mind,8.68,1
R000909,O004975,C0000553,166,size_fit,59.48,0
R000910,O004981,C0000553,209,not_as_described,16.57,0
R000911,O004984,C0000554,134,not_as_described,32.67,0
R000912,O004985,C0000554,145,not_as_described,16.57,0
R000913,O004992,C0000555,130,other,35.52,0
R000914,O005006,C0000557,97,not_as_described,23.06,1
R000915,O005007,C0000557,102,changed_mind,79.09,1
R000916,O005009,C0000557,144,not_as_described,21.03,1
R000917,O005010,C0000557,187,defective,40.32,1
R000918,O005067,C0000564,92,not_as_described,21.48,0
R000919,O005074,C0000564,208,changed_mind,12.91,0
